race,sentence,sentence_severity,sentence_severity_3,worst_crime_display,sex,wc_bucket,diff_conv_ex
Hispanic,1 year,No,Some prison sentence,Drug Possession or Sale,Male,b5,2
Hispanic,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Female,b5,1
White,59 days,No,Some prison sentence,Assault,Male,b2,8
Black,Life,Yes,Life in prison/death,Murder,Male,b1,11
Black,20 to life,No,Some prison sentence,Murder,Male,b1,22
White,35 years,No,Some prison sentence,Attempted Murder,Male,b1,2
Hispanic,30 years,No,Some prison sentence,Child Sex Abuse,Male,b2,26
Hispanic,18 to 20 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,5
Hispanic,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Female,b5,0
White,Life,Yes,Life in prison/death,Child Sex Abuse,Male,b2,28
Black,5 years,No,Some prison sentence,"Attempt, Violent",Male,b3,22
White,15 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,2
Black,4 years,No,Some prison sentence,Child Sex Abuse,Male,b2,6
Black,Life,Yes,Life in prison/death,Attempted Murder,Male,b1,2
Black,Life,Yes,Life in prison/death,Murder,Male,b1,2
White,1 year and 3 months,No,Some prison sentence,Fraud,Female,b6,4
Black,23 1/2 to 47 years,No,Some prison sentence,Child Sex Abuse,Male,b2,33
White,5 to Life,No,Some prison sentence,Murder,Male,b1,3
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,36
Black,3 years and 6 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,16
White,2 months,No,Some prison sentence,Fraud,Male,b6,3
Black,Life,Yes,Life in prison/death,Murder,Male,b1,14
Black,5 years,No,Some prison sentence,Other Nonviolent Felony,Male,b8,4
White,3 years,No,Some prison sentence,Arson,Female,b2,4
Black,18 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,3
White,20 years,No,Some prison sentence,Murder,Female,b1,4
White,15 years,No,Some prison sentence,Child Sex Abuse,Male,b2,18
Black,Life,Yes,Life in prison/death,Murder,Male,b1,19
White,33 years and 4 months,No,Some prison sentence,Murder,Male,b1,19
Black,25 to life,No,Some prison sentence,Murder,Male,b1,23
Black,52 to 82 years,No,Some prison sentence,Murder,Male,b1,25
Black,Life,Yes,Life in prison/death,Murder,Female,b1,9
Hispanic,5 years,No,Some prison sentence,Assault,Male,b2,4
White,40 years,No,Some prison sentence,Robbery,Male,b2,6
Black,60 years,No,Some prison sentence,Sexual Assault,Male,b1,29
White,5 to Life,No,Some prison sentence,Sexual Assault,Male,b1,3
White,6 to 12 months,No,Some prison sentence,Arson,Male,b2,7
Black,6 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,0
White,Life without parole,Yes,Life in prison/death,Murder,Male,b1,35
Black,Not sentenced,No,Probation/not sentenced/unknown,Sexual Assault,Male,b1,2
White,Community service,No,Probation/not sentenced/unknown,Theft,Female,b4,0
White,14 years and 6 months,No,Some prison sentence,Murder,Male,b1,5
White,10 years,No,Some prison sentence,Sex Offender Registration,Male,b5,8
Black,80 years,No,Some prison sentence,Murder,Male,b1,16
White,Life,Yes,Life in prison/death,Murder,Male,b1,23
Black,10 to 12 years,No,Some prison sentence,Assault,Male,b2,8
Black,10 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,8
Black,30 to life,No,Some prison sentence,Murder,Male,b1,26
White,30 years,No,Some prison sentence,Child Sex Abuse,Male,b2,10
Black,Life,Yes,Life in prison/death,Murder,Male,b1,10
White,3 1/2 to 7 years,No,Some prison sentence,Burglary/Unlawful Entry,Male,b4,33
White,5 years,No,Some prison sentence,Assault,Male,b2,20
Black,65 years,No,Some prison sentence,Murder,Male,b1,5
Black,25 years,No,Some prison sentence,Murder,Male,b1,5
White,6 years,No,Some prison sentence,Fraud,Male,b6,3
Black,8 years,No,Some prison sentence,Sexual Assault,Male,b1,24
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,17
Black,Life,Yes,Life in prison/death,Murder,Male,b1,25
Black,7 years,No,Some prison sentence,Murder,Male,b1,1
Black,Death,Yes,Life in prison/death,Murder,Male,b1,13
White,25 to life,No,Some prison sentence,Murder,Male,b1,9
Black,3 years,No,Some prison sentence,Weapon Possession or Sale,Male,NA,4
Black,2 years and 6 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,13
Black,15 years,No,Some prison sentence,Robbery,Male,b2,7
Black,1 year,No,Some prison sentence,Drug Possession or Sale,Male,b5,14
Black,9 to 18 years,No,Some prison sentence,Robbery,Male,b2,8
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,6
Black,25 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,11
Black,50 years,No,Some prison sentence,Attempted Murder,Male,b1,24
Black,80 years,No,Some prison sentence,Sexual Assault,Male,b1,33
White,10 months,No,Some prison sentence,Tax Evasion/Fraud,Female,b5,1
Black,5 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,15
Black,30 years,No,Some prison sentence,Murder,Female,b1,8
White,39 years,No,Some prison sentence,Manslaughter,Male,b1,2
Black,15 years,No,Some prison sentence,Child Sex Abuse,Male,b2,11
Black,50 to Life,No,Some prison sentence,Murder,Male,b1,13
Black,10 to 20 years,No,Some prison sentence,Sexual Assault,Male,b1,8
Black,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,17
Black,5 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,13
White,Probation,No,Probation/not sentenced/unknown,Sex Offender Registration,Male,b5,2
White,1 1/3 to 2 years,No,Some prison sentence,Sex Offender Registration,Male,b5,1
White,12 years,No,Some prison sentence,Child Sex Abuse,Male,b2,11
White,40 years,No,Some prison sentence,Child Sex Abuse,Male,b2,13
Black,4 years and 6 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,12
White,Life,Yes,Life in prison/death,Murder,Male,b1,33
White,Life without parole,Yes,Life in prison/death,Murder,Male,b1,11
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,34
Black,25 to life,No,Some prison sentence,Murder,Male,b1,24
Black,25 to 40 years,No,Some prison sentence,Sexual Assault,Male,b1,10
White,10 years,No,Some prison sentence,Arson,Male,b2,8
White,2 to 30 years,No,Some prison sentence,Child Sex Abuse,Male,b2,12
White,10 years,No,Some prison sentence,Child Sex Abuse,Male,b2,29
Asian,24 years,No,Some prison sentence,Supporting Terrorism,Male,b3,14
White,40 years,No,Some prison sentence,Murder,Female,b1,3
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,6
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,14
Black,Life,Yes,Life in prison/death,Murder,Male,b1,9
Black,Life,Yes,Life in prison/death,Murder,Male,b1,9
Black,4 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,15
Black,45 years,No,Some prison sentence,Murder,Male,b1,19
Black,74 years,No,Some prison sentence,Sexual Assault,Male,b1,27
White,Life,Yes,Life in prison/death,Child Sex Abuse,Male,b2,14
Black,4 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,17
White,12 years and 6 months,No,Some prison sentence,Other Nonviolent Felony,Male,b8,3
Black,Probation,No,Probation/not sentenced/unknown,Weapon Possession or Sale,Male,NA,15
Black,14 years,No,Some prison sentence,Attempted Murder,Male,b1,2
White,4 years,No,Some prison sentence,Weapon Possession or Sale,Male,NA,2
White,15 years,No,Some prison sentence,Arson,Male,b2,5
White,30 days,No,Some prison sentence,Assault,Male,b2,2
White,Probation,No,Probation/not sentenced/unknown,Child Sex Abuse,Male,b2,2
White,Life,Yes,Life in prison/death,Murder,Male,b1,11
White,3 to 5 years,No,Some prison sentence,Accessory to Murder,Male,b1,13
White,Life without parole,Yes,Life in prison/death,Murder,Male,b1,15
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,3
Black,55 years,No,Some prison sentence,Murder,Male,b1,25
Black,12 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,12
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,2
Black,3 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,1
Black,1 year,No,Some prison sentence,Drug Possession or Sale,Male,b5,14
Black,90 days,No,Some prison sentence,Sex Offender Registration,Male,b5,4
White,50 years,No,Some prison sentence,Murder,Male,b1,31
Black,Life,Yes,Life in prison/death,Murder,Male,b1,14
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,12
Black,2 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,3
Black,4 years,No,Some prison sentence,Sexual Assault,Male,b1,22
Hispanic,Death,Yes,Life in prison/death,Murder,Male,b1,10
Hispanic,99 years,No,Some prison sentence,Murder,Male,b1,12
Hispanic,Life without parole,Yes,Life in prison/death,Murder,Male,b1,11
Hispanic,52 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,1
Hispanic,48 to life,No,Some prison sentence,Murder,Male,b1,3
Hispanic,86 years,No,Some prison sentence,Murder,Male,b1,21
Hispanic,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,2
Hispanic,17 years,No,Some prison sentence,Drug Possession or Sale,Female,b5,10
Hispanic,1 year and 4 months,No,Some prison sentence,Weapon Possession or Sale,Male,NA,3
Hispanic,19 years,No,Some prison sentence,Murder,Male,b1,7
Hispanic,75 years,No,Some prison sentence,Murder,Male,b1,23
Hispanic,5 years,No,Some prison sentence,Assault,Male,b2,2
Hispanic,6 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,1
Hispanic,80 to life,No,Some prison sentence,Murder,Male,b1,7
Hispanic,7 years,No,Some prison sentence,Attempted Murder,Male,b1,2
Black,1 year,No,Some prison sentence,Drug Possession or Sale,Male,b5,14
White,4 years,No,Some prison sentence,Assault,Male,b2,2
Black,55 years,No,Some prison sentence,Murder,Male,b1,58
Black,6 years,No,Some prison sentence,Assault,Male,b2,1
Black,19 years,No,Some prison sentence,Sexual Assault,Male,b1,6
Black,1 year and 6 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,11
Black,6 months,No,Some prison sentence,"Attempt, Nonviolent",Male,b8,9
Black,12 1/2 to 25 years,No,Some prison sentence,Sexual Assault,Male,b1,18
Black,8 years,No,Some prison sentence,Sexual Assault,Male,b1,14
Hispanic,25 to Life,No,Some prison sentence,Murder,Male,b1,13
White,Life without parole,Yes,Life in prison/death,Murder,Male,b1,25
White,Life without parole,Yes,Life in prison/death,Murder,Male,b1,25
White,5 years,No,Some prison sentence,Weapon Possession or Sale,Male,NA,5
Black,Committed to mental hospital,No,Probation/not sentenced/unknown,Sexual Assault,Male,b1,13
Black,24 years,No,Some prison sentence,Kidnapping,Male,b3,4
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,11
Black,35 years,No,Some prison sentence,Sexual Assault,Male,b1,27
Black,47 years,No,Some prison sentence,Murder,Male,b1,4
Black,16 1/2 to 43 years,No,Some prison sentence,Murder,Male,b1,10
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,6
Black,18 to life,No,Some prison sentence,Murder,Male,b1,26
Black,70 years,No,Some prison sentence,Murder,Male,b1,9
Black,60 years,No,Some prison sentence,Murder,Male,b1,15
Hispanic,25 to life,No,Some prison sentence,Murder,Male,b1,26
Black,60 days,No,Some prison sentence,Drug Possession or Sale,Female,b5,2
Black,Death,Yes,Life in prison/death,Murder,Male,b1,29
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,13
Black,3 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,13
Black,1 year,No,Some prison sentence,Drug Possession or Sale,Male,b5,13
White,5 to 10 years,No,Some prison sentence,Drug Possession or Sale,Female,b5,5
Black,Death,Yes,Life in prison/death,Murder,Male,b1,13
White,8 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,2
White,Life,Yes,Life in prison/death,Murder,Female,b1,5
Black,10 years,No,Some prison sentence,Robbery,Male,b2,2
White,1 year,No,Some prison sentence,Child Sex Abuse,Male,b2,2
Black,Death,Yes,Life in prison/death,Murder,Male,b1,11
Black,6 years,No,Some prison sentence,Sexual Assault,Male,b1,2
Black,4 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,18
White,6 years and 3 months,No,Some prison sentence,Child Sex Abuse,Male,b2,16
White,17 to 27 years,No,Some prison sentence,Murder,Male,b1,3
White,30 to 60 years,No,Some prison sentence,Sexual Assault,Male,b1,16
White,4 to 25 years,No,Some prison sentence,Robbery,Male,b2,6
White,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,11
Black,90 years,No,Some prison sentence,Sexual Assault,Male,b1,6
Black,28 years,No,Some prison sentence,Attempted Murder,Male,b1,8
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,26
Black,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,23
White,9 years,No,Some prison sentence,Sex Offender Registration,Male,b5,9
Black,4 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,13
Black,3 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,15
Black,25 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,5
Black,6 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,1
White,25 years,No,Some prison sentence,Child Sex Abuse,Male,b2,12
Black,Death,Yes,Life in prison/death,Murder,Male,b1,17
White,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,9
Black,75 years,No,Some prison sentence,Murder,Male,b1,19
Black,1 year,No,Some prison sentence,Weapon Possession or Sale,Male,NA,2
White,15 to life,No,Some prison sentence,Murder,Female,b1,18
White,8 to 16 years,No,Some prison sentence,Murder,Male,b1,9
Black,12 years and 6 months,No,Some prison sentence,Sexual Assault,Male,b1,3
Black,28 years,No,Some prison sentence,Murder,Male,b1,15
Black,Life,Yes,Life in prison/death,Robbery,Male,b2,31
Black,70 years,No,Some prison sentence,Murder,Male,b1,18
White,50 years,No,Some prison sentence,Child Sex Abuse,Male,b2,1
White,Life,Yes,Life in prison/death,Murder,Male,b1,7
White,3 years,No,Some prison sentence,Drug Possession or Sale,Female,b5,1
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,22
White,13 years,No,Some prison sentence,Manslaughter,Male,b1,6
White,Death,Yes,Life in prison/death,Murder,Male,b1,23
Black,Fine,No,Probation/not sentenced/unknown,Military Justice Offense,Male,b8,7
White,Life without parole,Yes,Life in prison/death,Murder,Male,b1,17
Black,33 to Life,No,Some prison sentence,Murder,Male,b1,18
Black,35 years,No,Some prison sentence,Murder,Male,b1,5
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,25
Black,6 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,14
Black,80 years,No,Some prison sentence,Murder,Male,b1,21
Black,Life,Yes,Life in prison/death,Murder,Male,b1,10
Black,Death,Yes,Life in prison/death,Murder,Male,b1,27
Black,35 years to life,No,Some prison sentence,Murder,Male,b1,24
Black,Death,Yes,Life in prison/death,Murder,Male,b1,16
Black,Death,Yes,Life in prison/death,Murder,Male,b1,26
White,Life,Yes,Life in prison/death,Child Sex Abuse,Female,b2,10
Black,Life,Yes,Life in prison/death,Robbery,Male,b2,21
Black,Death,Yes,Life in prison/death,Murder,Male,b1,26
White,Death,Yes,Life in prison/death,Murder,Male,b1,42
Black,25 years,No,Some prison sentence,Robbery,Male,b2,9
Black,Life,Yes,Life in prison/death,Murder,Female,b1,0
White,16 years and 11 months,No,Some prison sentence,Murder,Male,b1,3
White,3 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,0
Black,Probation,No,Probation/not sentenced/unknown,Drug Possession or Sale,Male,b5,10
Black,Life,Yes,Life in prison/death,Murder,Male,b1,19
White,Probation,No,Probation/not sentenced/unknown,Official Misconduct,Male,b6,5
Black,Not sentenced,No,Probation/not sentenced/unknown,Robbery,Male,b2,0
Black,Life without parole,Yes,Life in prison/death,Murder,Male,b1,8
Black,10 to 25 years,No,Some prison sentence,Child Sex Abuse,Female,b2,7
White,4 days,No,Some prison sentence,Traffic Offense,Male,b7,0
Black,Life,Yes,Life in prison/death,Murder,Male,b1,16
White,Life,Yes,Life in prison/death,Child Sex Abuse,Male,b2,18
White,10 days,No,Some prison sentence,Other Violent Misdemeanor,Male,NA,1
White,25 years,No,Some prison sentence,Assault,Male,b2,20
White,7 years and 6 months,No,Some prison sentence,Robbery,Male,b2,3
Hispanic,35 years,No,Some prison sentence,Murder,Male,b1,25
Black,Probation,No,Probation/not sentenced/unknown,Other Nonviolent Misdemeanor,Male,NA,2
Black,25 to 50 years,No,Some prison sentence,Robbery,Male,b2,14
Black,Life,Yes,Life in prison/death,Murder,Male,b1,20
Black,Not sentenced,No,Probation/not sentenced/unknown,Robbery,Male,b2,1
White,50 years,No,Some prison sentence,Murder,Male,b1,20
Hispanic,3 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,1
Black,25 years to Life,No,Some prison sentence,Murder,Male,b1,26
Black,50 years,No,Some prison sentence,Assault,Male,b2,22
Black,1 year,No,Some prison sentence,Drug Possession or Sale,Male,b5,16
Black,3 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,1
Black,3 years,No,Some prison sentence,Accessory to Murder,Male,b1,12
Native American,10 years,No,Some prison sentence,Child Sex Abuse,Male,b2,20
White,8 to 20 years,No,Some prison sentence,Attempted Murder,Male,b1,30
Black,Life,Yes,Life in prison/death,Murder,Male,b1,55
Hispanic,90 days,No,Some prison sentence,Drug Possession or Sale,Male,b5,0
Black,3 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,16
Hispanic,35 years to life,No,Some prison sentence,Attempted Murder,Male,b1,11
Black,1 year,No,Some prison sentence,Drug Possession or Sale,Male,b5,11
Black,30 to life,No,Some prison sentence,Murder,Male,b1,28
Black,20 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,3
Black,4 years,No,Some prison sentence,Robbery,Male,b2,8
Black,13 years,No,Some prison sentence,Drug Possession or Sale,Male,b5,8
Black,50 years,No,Some prison sentence,Murder,Male,b1,20
Black,6 years and 4 months,No,Some prison sentence,Drug Possession or Sale,Male,b5,5
Black,25 to life,No,Some prison sentence,Murder,Male,b1,21
Black,21 months,No,Some prison sentence,Weapon Possession or Sale,Male,NA,1
Black,45 years,No,Some prison sentence,Murder,Male,b1,18
Black,Life,Yes,Life in prison/death,Sexual Assault,Male,b1,28
